0.212551,4.28033,	8481633850960
0.213125,4.29079,	8481633882168
0.214689,4.30038,	8481633913377
0.215268,4.31078,	8481633944877
0.21585,4.32114,	8481633976085
0.217423,4.33068,	8481634021877
0.219013,4.34045,	8481634054835
0.219619,4.35102,	8481634085752
0.221214,4.36073,	8481634116085
0.221824,4.37123,	8481634146127
0.223423,4.38088,	8481634176168
0.225024,4.3905,	8481634204752
0.225641,4.4009,	8481634233918
0.22723,4.4102,	8481634262502
0.228844,4.41987,	8481634291960
0.229474,4.4303,	8481634320835
0.231092,4.4399,	8481634351168
0.232711,4.44948,	8481634381210
0.234332,4.45903,	8481634411835
0.235955,4.46856,	8481634441877
0.237579,4.47806,	8481634472210
0.239181,4.48716,	8481634502252
0.239809,4.49718,	8481634532877
0.241424,4.5064,	8481634562918
0.243041,4.51559,	8481634593252
0.245644,4.52402,	8481634623293
0.247262,4.53319,	8481634654210
0.248882,4.54233,	8481634684543
0.250503,4.55145,	8481634715168
0.252114,4.56039,	8481634745793
0.253737,4.56947,	8481634776127
0.256346,4.57783,	8481634807043
0.257971,4.58688,	8481634837960
0.259596,4.59591,	8481634868002
0.261222,4.60493,	8481634898627
0.263835,4.61325,	8481634928960
0.0683,0,	8481634959877
0.0683,0,	8481634989918
0.254903,4.64963,	8481635054377
0.241764,4.66995,	8481635086460
0.262089,4.66432,	8481635117377
0.259771,4.67588,	8481635148002
0.257454,4.68747,	8481635178918
0.254154,4.69981,	8481635209252
0.251841,4.71145,	8481635250668
0.249523,4.72302,	8481635282460
0.247222,4.73485,	8481635313668
0.245905,4.74589,	8481635354502
0.243605,4.75773,	8481635385127
0.241307,4.7696,	8481635410210
0.239009,4.78149,	8481635435877
0.237694,4.79253,	8481635460960
0.235397,4.80444,	8481635486335
0.234066,4.81524,	8481635512002
0.231773,4.82722,	8481635537960
0.23046,4.83828,	8481635563335
0.229147,4.84933,	8481635589585
0.227833,4.86037,	8481635615252
0.22554,4.87238,	8481635641502
0.224226,4.88342,	8481635667168
0.22291,4.89444,	8481635692835
0.221595,4.90546,	8481635718210
0.220267,4.91632,	8481635769835
0,4.92718,	8481635796377
0,4.93697,	8481635823210
0,4.94779,	8481635849460
0,4.95754,	8481635876002
0,4.96726,	8481635901668
